movieId,title,genres,tmdbid,overview,production_countries,runtime,spoken_languages,vote_average,vote_count
475,In the Name of the Father (1993),Drama,7984,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.","United Kingdom,Ireland,United States of America",133,English,7.9,1724
476,"Inkwell, The (1994)","Comedy,Drama",59930,The Inkwell is about a 16-year-old boy coming of age on Martha's Vineyard in the summer of 1976.,United States of America,110,English,5.4,15
477,What's Love Got to Do with It? (1993),"Drama,Musical",15765,Singer Tina Turner rises to stardom while mustering the courage to break free from her abusive husband Ike.,United States of America,118,English,7.1,313
478,Jimmy Hollywood (1994),"Comedy,Crime,Drama",31643,"Jimmy Alto is an actor wannabe who stumbles into the role of a lifetime. He becomes a vigilante crime-fighter, aided by his sidekick William, who has suffered a head wound and has problems with short-term memory. Jimmy's vigilante alter ego soon becomes a media wonder--but Jimmy remains a total unknown and his long-suffering girl friend Lorraine is getting fed up with the whole situation.",United States of America,112,English,5.2,62
479,Judgment Night (1993),"Action,Crime,Thriller",6,"Four young friends, while taking a shortcut en route to a local boxing match, witness a brutal murder which leaves them running for their lives.",United States of America,109,English,6.5,331
480,Jurassic Park (1993),"Action,Adventure,Sci-Fi,Thriller",329,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",United States of America,127,"English,Español",8.0,16163
481,Kalifornia (1993),"Drama,Thriller",10909,"A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.",United States of America,118,English,6.6,759
482,Killing Zoe (1994),"Crime,Drama,Thriller",507,"Zed is an American vault-cracker who travels to Paris to meet up with his old friend Eric. Eric and his gang have planned to raid the only bank in the city which is open on Bastille day. After offering his services, Zed soon finds himself trapped in a situation beyond his control when heroin abuse, poor planning and a call-girl named Zoe all conspire to turn the robbery into a very bloody siege.","France,United States of America",96,"English,Français",6.2,327
483,King of the Hill (1993),Drama,34024,"Based on the Depression-era bildungsroman memoir of writer A. E. Hotchner, the film follows the story of a boy struggling to survive on his own in a hotel in St. Louis after his mother is committed to a sanatorium with tuberculosis. His father, a German immigrant and traveling salesman working for the Hamilton Watch Company, is off on long trips from which the boy cannot be certain he will return.",United States of America,103,English,6.8,150
484,Lassie (1994),"Adventure,Children",29918,"On their way to start a new life at a sheep farm in rural Virginia, the Turner family are halted by a wreck on the highway that has claimed the life of a truck driver. Spotting the trucker's now-abandoned collie on the side of the road, they take pity on the dog and adopt her. As the city family copes with the change to rural life, including a feud with a neighboring farm family who resent the city interlopers, the ever-loyal Lassie helps them adjust to their new surroundings.",United States of America,94,English,6.1,200
485,Last Action Hero (1993),"Action,Adventure,Comedy,Fantasy",9593,"After his father's death, a young boy finds solace in action movies featuring an indestructible cop. Given a magic ticket by a theater manager, he is transported into the film and teams up with the cop to stop a villain who escapes into the real world.",United States of America,131,English,6.5,2672
486,Life with Mikey (1993),Comedy,42580,"Michael Chapman, a former child TV star, runs a struggling talent agency specilizing in child acts. When a young girl off the street puts on a real performance after he catches her picking his pocket, he may have just found the next big thing.",United States of America,91,English,5.7,137
487,Lightning Jack (1994),"Comedy,Western",22317,"Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how to rob banks, while they plan Jack's last heist.","Australia,United States of America",98,English,5.5,121
488,M. Butterfly (1993),"Drama,Romance",1413,"In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling – but Song is not at all who Gallimard thinks.",United States of America,101,"普通话,English",6.6,217
489,Made in America (1993),Comedy,12121,"A young black woman discovers that her father was a sperm donor, and if that wasn't bad enough, he's white.",United States of America,111,English,5.5,351
490,Malice (1993),Thriller,2246,"A tale about a happily married couple who would like to have children. Tracy teaches infants, Andy's a college professor. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.","Canada,United States of America",107,"English,Français",6.3,448
491,"Man Without a Face, The (1993)",Drama,10502,"Justin McLeod is a former teacher who lives as a recluse on the edge of town after his face is disfigured from an automobile accident ten years earlier, in which a boy was incinerated--and for which he was convicted of involuntary manslaughter. Also suspected of being a paedophile, he is befriended by Chuck, causing the town's suspicions and hostility to be ignited.",United States of America,115,English,6.5,505
492,Manhattan Murder Mystery (1993),"Comedy,Mystery",10440,A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,United States of America,104,English,7.3,1056
493,Menace II Society (1993),"Action,Crime,Drama",9516,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,United States of America,97,English,7.5,757
494,Executive Decision (1996),"Action,Adventure,Thriller",2320,"Terrorists hijack a 747 inbound to Washington D.C., demanding the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.",United States of America,132,English,6.3,905
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,5879,"A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship.","France,Japan",105,日本語,6.6,611
496,What Happened Was... (1994),"Comedy,Drama,Romance,Thriller",83718,Jackie and Michael are coworkers at a large law firm. They decide to meet at Jackie's for dinner one night.,United States of America,91,English,7.1,34
497,Much Ado About Nothing (1993),"Comedy,Romance",11971,"In this Shakespearean farce, Hero and her groom-to-be, Claudio, team up with Claudio's commanding officer, Don Pedro, the week before their wedding to hatch a matchmaking scheme. Their targets are sharp-witted duo Benedick and Beatrice -- a tough task indeed, considering their corresponding distaste for love and each other. Meanwhile, meddling Don John plots to ruin the wedding.","United Kingdom,United States of America",111,English,7.0,709
498,Mr. Jones (1993),"Drama,Romance",2625,"The story about the relationship between a manic depressive man, Mr Jones, and the female doctor who takes more than a professional interest in his treatment.",United States of America,114,English,5.7,154
499,Mr. Wonderful (1993),"Comedy,Romance",31911,"Electrician Gus gets the chance to fulfil a childhood dream by buying an old bowling-alley with some of his friends, but first he must find his ex-wife a new husband so he can stop paying alimony.",United States of America,98,English,5.7,39
500,Mrs. Doubtfire (1993),"Comedy,Drama",788,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as a British nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",United States of America,125,English,7.2,6036
501,Naked (1993),Drama,21450,An unemployed Brit vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,United Kingdom,131,English,7.3,538
502,"Next Karate Kid, The (1994)","Action,Children,Romance",11231,"Mr. Miyagi decides to take Julie, a troubled teenager, under his wing after he learns that she blames herself for her parents' demise and struggles to adjust with her grandmother and fellow pupils.",United States of America,107,English,5.3,993
503,"New Age, The (1994)",Drama,41588,"Peter and Katherine Witner are Southern California super-yuppies with great jobs but no center to their lives. When they both lose their jobs and begin marital infidelities, their solution is to start their own business together. In order to find meaning to their empty lives, they follow various New Age gurus and other such groups. Eventually, they hit rock bottom and have to make some hard decisions.",United States of America,112,English,5.5,25
504,No Escape (1994),"Action,Drama,Sci-Fi",10447,"In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to die. But Marine Captain John Robbins, convicted of murdering a commanding officer, is determined to escape the island in order to reveal the truth behind his murderous actions and clear his name.",United States of America,118,English,6.3,413
505,North (1994),Comedy,31586,"Eleven-year-old North has had it with his parents. They are always busy with their careers and don't give North the attention he needs, so he files a lawsuit against them. The judge rules that North should either find new parents or return to his own parents within two months. Thus North starts off on a journey around the world to find parents that really care about him.",United States of America,87,English,5.0,246
506,Orlando (1992),"Drama,Fantasy,Romance",9300,"England, 1600. Queen Elizabeth I promises Orlando, a young nobleman obsessed with poetry, that she will grant him land and fortune if he agrees to satisfy a very particular request.","France,Italy,Netherlands,Russia,United Kingdom",90,"English,Français,Pусский,Türkçe",6.9,311
507,"Perfect World, A (1993)","Crime,Drama,Thriller",9559,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",United States of America,138,English,7.5,1624
508,Philadelphia (1993),Drama,9800,Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,United States of America,126,English,7.7,4178
509,"Piano, The (1993)","Drama,Romance",713,"A mute Scottish woman arrives in colonial New Zealand for an arranged marriage. Her husband refuses to move her beloved piano, giving it to neighbor George Baines, who agrees to return the piano in exchange for lessons. As desire swirls around the duo, the wilderness consumes the European enclave.","Australia,France,New Zealand",117,English,7.4,1457
510,Poetic Justice (1993),Drama,8291,"Still grieving after the murder of her boyfriend, hairdresser Justice writes poetry to deal with the pain of her loss. Unable to get to Oakland to attend a convention because of her broken-down car, Justice gets a lift with her friend, Iesha, and Iesha's postal worker boyfriend, Chicago. Along for the ride is Chicago's co-worker, Lucky, to whom Justice grows close after some initial problems. But is she ready to open her heart again?",United States of America,109,English,6.9,248
511,"Program, The (1993)","Action,Drama",18133,"Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.",United States of America,112,English,6.3,94
512,"Puppet Masters, The (1994)","Horror,Sci-Fi",25557,The Earth is invaded by alien parasites—AKA 'slugs'—that ride on people's backs and control their minds.,United States of America,109,English,5.7,175
513,Radioland Murders (1994),"Comedy,Mystery,Romance",22588,A series of mysterious crimes threatens the existence of a new radio network.,United States of America,108,English,6.0,48
514,"Ref, The (1994)",Comedy,10872,"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.",United States of America,97,English,6.6,320
515,"Remains of the Day, The (1993)","Drama,Romance",1245,A rule-bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,"United Kingdom,United States of America",134,"English,Deutsch",7.4,1289
516,Renaissance Man (1994),"Comedy,Drama",11858,"An advertising man is slowly sliding downhill. When he is fired from his job in Detroit, he signs up for unemployment. One day they find him a job: teaching thinking skills to Army recruits. He arrives on base to find that there is no structure set up for the class.","Canada,United States of America",128,English,6.1,289
517,Rising Sun (1993),"Action,Drama,Mystery",7007,"When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Connor and Web Smith are called in to investigate. Although Connor has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.",United States of America,125,"日本語,English",6.2,737
518,"Road to Wellville, The (1994)",Comedy,10467,"An unhappy young couple visit the infamous Kellogg spa in Battle Creek, Michigan while a young hustler tries get into the breakfast-cereal business and compete against John Kellogg's corn flakes.",United States of America,118,English,5.6,165
519,RoboCop 3 (1993),"Action,Crime,Drama,Sci-Fi,Thriller",5550,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, RoboCop must decide where his loyalties lie.",United States of America,104,"English,日本語",4.8,1260
520,Robin Hood: Men in Tights (1993),Comedy,8005,"Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff.","France,United States of America",104,"English,Español",6.6,2038
521,Romeo Is Bleeding (1993),"Crime,Thriller",2088,A corrupt cop gets in over his head when he tries to assassinate a beautiful Russian hit-woman.,"United Kingdom,United States of America",100,English,6.2,176
522,Romper Stomper (1992),"Action,Drama",10412,"Nazi skinheads in Melbourne take out their anger on local Vietnamese, who are seen as threatening racial purity. Finally the Vietnamese have had enough and confront the skinheads in an all-out confrontation, sending the skinheads running. A woman who is prone to epileptic seizures joins the skins' merry band, and helps them on their run from justice, but is her affliction also a sign of impurity?",Australia,94,"Português,Deutsch,English,日本語,""Tiếng Việt""",6.6,492
523,Ruby in Paradise (1993),Drama,47889,"Reeling from her mother's recent death, Ruby Lee Gissing relocates to Florida to start anew. After finding a job at a souvenir store, Ruby becomes friends with the shop's owner, Mildred Chambers, and slowly acclimates to her new surroundings. Before long, she's juggling the affections of Mildred's Lothario son, Ricky, and the good-natured Mike. As she wavers between Ricky and Mike, Ruby also tries to come to terms with her past.",United States of America,114,English,6.0,32
524,Rudy (1993),Drama,14534,"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.",United States of America,114,"English,Español",7.4,661
525,"Saint of Fort Washington, The (1993)",Drama,56583,"Matthew, a young schizophrenic, finds himself out on the street when a slumlord tears down his apartment building. Soon, he finds himself in even more dire straits, when he is threatened by Little Leroy, a thug who is one of the tough denizens of the Fort Washington Shelter for Men. He reaches out to Jerry, a streetwise combat veteran, who takes Matthew under his wing as a son. The relationship between these two men grows as they attempt to conquer the numbing isolation of homelessness.",United States of America,99,English,6.5,36
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,41878,"Jean is young, gay, and promiscuous. Only after he meets one or two women, including Laura, does he come to realize his bisexuality. Jean has to overcome a personal crisis and a tough choice between Laura and his male lover Samy.","France,Italy",126,"Français,Español",6.6,64
527,Schindler's List (1993),"Drama,War",424,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,United States of America,195,"Deutsch,Polski,עִבְרִית,English",8.6,15747
528,"Scout, The (1994)","Comedy,Drama",35233,"When his star recruit botches a Major League Baseball debut, humiliated talent scout Al Percolo gets banished to rural Mexico, where he finds a potential gold mine in the arm of young phenom Steve Nebraska. Soon, the New York Yankees put a $55 million contract on the table—provided a psychiatrist can affirm Nebraska's mental stability.",United States of America,101,"English,Italiano",5.1,105
529,Searching for Bobby Fischer (1993),Drama,14291,A seven-year-old chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,United States of America,110,English,7.1,554
530,Second Best (1994),Drama,103413,The difficult relationship between a british postal officer and his adoptive son.,"United Kingdom,United States of America",105,English,6.7,38
531,"Secret Garden, The (1993)","Children,Drama",11236,"A young British girl born and reared in India loses her neglectful parents in an earthquake. She is returned to England to live at her uncle's castle. Her uncle is very distant due to the loss of his wife ten years before. Neglected once again, she begins exploring the estate and discovers a garden that has been locked and forgotten. Aided by one of the servants' boys, she begins restoring the garden, and eventually discovers some other secrets of the manor.",United States of America,102,English,7.4,876
532,Serial Mom (1994),"Comedy,Crime,Horror",11592,"Beverly is the perfect happy homemaker, along with her doting husband and two children, but this nuclear family just might explode when her fascination with serial killers collides with her ever-so-proper code of ethics.",United States of America,94,English,6.7,674
533,"Shadow, The (1994)","Action,Adventure,Fantasy,Mystery",8850,"Based on the 1930's comic strip, puts the hero up against his arch enemy, Shiwan Khan, who plans to take over the world by holding a city to ransom using an atom bomb. Using his powers of invisibility and ""The power to cloud men's minds"", the Shadow comes blazing to the city's rescue with explosive results.",United States of America,108,English,6.1,518
534,Shadowlands (1993),"Drama,Romance",10445,"C.S. Lewis, a world-renowned writer and professor, leads a passionless life until he meets spirited poet Joy Gresham.",United Kingdom,131,"Deutsch,English",6.9,263
535,Short Cuts (1993),Drama,695,"Many loosely connected characters cross paths in this film, based on the stories of Raymond Carver. Waitress Doreen Piggot accidentally runs into a boy with her car. Soon after walking away, the child lapses into a coma. While at the hospital, the boy's grandfather tells his son, Howard, about his past affairs. Meanwhile, a baker starts harassing the family when they fail to pick up the boy's birthday cake.",United States of America,188,English,7.2,578
536,"Simple Twist of Fate, A (1994)",Drama,43535,"When Michael McCann is thrown over by the woman he loves, he becomes something of a misanthrope and a miser, spending all of his spare money on collectible gold coins. Living in the same town is an affluent family with two sons: John and Tanny. Tanny's a wild boy, whom John cannot control, and one night he breaks into McCann's house, and steals the gold and disappears, which nearly confirms McCann's distrust of mankind. But then, a mysterious young woman dies in the snow outside McCann's house, and her small daughter makes her way to McCann's house and into McCann's life and heart.",United States of America,106,English,6.0,107
537,Sirens (1994),Drama,12519,"In 1930s Australia, Anglican clergyman Anthony Campion and his prim wife, Estella, are asked to visit noted painter Norman Lindsay, whose planned contribution to an international art exhibit is considered blasphemous. While Campion and Lindsay debate, Estella finds herself drawn to the three beautiful models sitting for the painter's current work, freethinking Sheela, sensual Pru and virginal Giddy.","Australia,United Kingdom",98,English,5.6,141
538,Six Degrees of Separation (1993),Drama,23210,"The story of a young, gay, black, con artist who, posing as the son of Sidney Poitier, cunningly maneuvers his way into the lives of a white, upper-class New York family.",United States of America,112,English,6.4,319
539,Sleepless in Seattle (1993),"Comedy,Drama,Romance",858,"After the death of his mother, a young boy calls a radio station in an attempt to set his father up on a date. Talking about his father’s loneliness soon leads to a meeting with a young female journalist, who has flown to Seattle to write a story about the boy and his father.",United States of America,105,English,6.7,2299
540,Sliver (1993),Thriller,867,A woman moves into an apartment in Manhattan and learns that the previous tenant's life ended mysteriously after they fell from the balcony.,"United States of America,Belgium",108,English,5.5,671
541,Blade Runner (1982),"Action,Sci-Fi,Thriller",78,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.","United States of America,Hong Kong,United Kingdom",118,"English,Deutsch,""广州话 / 廣州話"",日本語,Magyar",7.9,13662
542,Son in Law (1993),"Comedy,Drama,Romance",13203,"Country girl Rebecca has spent most of her life on a farm in South Dakota, and, when she goes away to college in Los Angeles, Rebecca immediately feels out of place in the daunting urban setting. She is befriended by a savvy party animal named Crawl, who convinces the ambivalent Rebecca to stay in the city. When Thanksgiving break rolls around, Rebecca, no longer an innocent farm girl, invites Crawl back to South Dakota, where he pretends to be her fiancé.",United States of America,95,English,6.0,277
543,So I Married an Axe Murderer (1993),"Comedy,Romance,Thriller",10442,"Just after a bad breakup, Charlie MacKenzie falls for lovely butcher Harriet Michaels and introduces her to his parents. But, as voracious consumers of sensational tabloids, his parents soon come to suspect that Harriet is actually a notorious serial killer -- ""Mrs. X"" -- wanted in connection with a string of bizarre honeymoon killings. Thinking his parents foolish, Charlie proposes to Harriet. But while on his honeymoon with her, he begins to fear they were right.",United States of America,93,"Pусский,English",6.1,416
544,Striking Distance (1993),"Action,Crime",11074,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence.",United States of America,102,English,5.8,798
545,Harem (1985),Drama,33367,"Diane is a sophisticated trainee on the New York Stock Exchange who is suddenly kidnapped and held captive in a North African desert hideaway by Selim, an Arab mogul.",France,113,English,4.6,23
546,Super Mario Bros. (1993),"Action,Adventure,Children,Comedy,Fantasy,Sci-Fi",9607,"Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa.","United Kingdom,United States of America",104,English,4.4,1288
547,Surviving the Game (1994),"Action,Adventure,Thriller",17585,"A homeless man is hired as a survival guide for a group of wealthy businessmen on a hunting trip in the mountains, unaware that they are killers who hunt humans for sport, and that he is their new prey.",United States of America,96,"English,Français",6.1,187
548,Terminal Velocity (1994),"Action,Mystery,Thriller",9057,A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,"Canada,Russia,United States of America",102,"Pусский,English,Italiano",5.3,255
549,Thirty-Two Short Films About Glenn Gould (1993),"Drama,Musical",20967,"A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist.","Finland,Canada,Netherlands,Portugal",93,"Français,English,Deutsch",7.1,42
550,Threesome (1994),"Comedy,Romance",10635,"At a sizable public college, high-minded student Eddy is forced to room with the slovenly Stuart, but the pair strike up a surprising friendship. When attractive co-ed Alex is assigned to live with the two male students because of her gender-neutral name, a roundabout love triangle ensues. Eddy secretly yearns for Stuart, who wants Alex, but she prefers Eddy. The complex situation leads to sexual experimentation and strained relationships.",United States of America,93,English,6.4,219
551,"Nightmare Before Christmas, The (1993)","Animation,Children,Fantasy,Musical",9479,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",United States of America,76,English,7.8,9341
552,"Three Musketeers, The (1993)","Action,Adventure,Comedy,Romance",10057,"D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown.","United States of America,Austria",105,English,6.4,947
553,Tombstone (1993),"Action,Drama,Western",11969,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",United States of America,130,"English,Latin",7.6,2080
554,Trial by Jury (1994),"Crime,Drama,Thriller",41590,"Valerie is a juror in the trial of a mob boss. When her young son's life is threatened, she has no option other than to see that justice isn't done.",United States of America,107,English,5.4,44
555,True Romance (1993),"Crime,Thriller",319,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.","France,United States of America",118,"English,Italiano",7.5,2676
556,"War Room, The (1993)",Documentary,26408,"A behind-the-scenes documentary about the Clinton for President campaign, focusing on the adventures of spin doctors James Carville and George Stephanopoulos.",United States of America,96,English,7.0,62
558,"Pagemaster, The (1994)","Action,Adventure,Animation,Children,Fantasy",15139,"Rich knows a lot about accidents. So much so, he is scared to do anything that might endanger him, like riding his bike, or climbing into his treehouse. While in an old library, he is mystically transported into the unknown world of books, and he has to try and get home again.",United States of America,75,English,6.4,726
559,"Paris, France (1993)",Comedy,161158,A writer has torrid fantasy affairs with young men.,Canada,112,English,4.8,8
561,Killer (Bulletproof Heart) (1994),"Drama,Thriller",85247,"Cynical hit man Mick is tiring of his job and asks his boss George for time off. However, George gives him the assignment of his life, prompting Mick's soul-searching to reach new heights. Mick is asked to kill sultry Fiona, who owes George money and claims she wants to die. But as Mick spends time with her, he finds himself falling for her.","United Kingdom,United States of America,Canada",97,English,4.8,11
562,Welcome to the Dollhouse (1995),"Comedy,Drama",11446,An unattractive 7th grader struggles to cope with suburban life as the middle child with inattentive parents and bullies at school.,United States of America,88,English,7.1,431
563,Germinal (1993),"Drama,Romance",51980,"It's mid 19th century, north of France. The story of a coal miner's town. They are exploited by the mine's owner. One day the decide to go on strike, and then the authorities repress them.","Belgium,France,Italy",160,Français,6.7,306
564,Chasers (1994),Comedy,24405,"Military men Rock Reilly and Eddie Devane are tasked with taking a prisoner, blonde bombshell Toni Johnson, on what becomes an unforgettable road trip. Toni, an enlistee who's in trouble for deserting her unit, soon proves that she's craftier than most inmates.",United States of America,102,English,5.3,148
565,Cronos (1993),"Drama,Horror",11655,"Faced with his own mortality, an ingenious alchemist tried to perfect an invention that would provide him with the key to eternal life. It was called the Cronos device. When he died more than 400 years later, he took the secrets of this remarkable device to the grave with him. Now, an elderly antiques dealer has found the hellish machine hidden in a statue and learns about its incredible powers. The more he uses the device, the younger he becomes...but nothing comes without a price. Life after death is just the beginning as this nerve-shattering thriller unfolds and the fountain of youth turns bloody.",Mexico,94,"English,Español",6.7,637
566,Naked in New York (1994),"Comedy,Romance",11800,"Naked in New York begins in the car of grown up Jake, he is talking to us about his girlfriend, Joanne,  and to whom you can turn to for help while facing life. From there it flashes back to his memories of his parents, college, house across from a squirrel infested peanut factory, best friend, writing career and Joanne.",United States of America,95,English,4.7,19
567,Kika (1993),"Comedy,Drama",8223,"When American author Nicholas brings in a cosmetologist named Kika to prepare the corpse of his recently deceased son, she inadvertently revives the young man, then falls in love with him. Forces conspire against the couple, though, as Nicholas wants Kika for himself.","Spain,France",117,Español,6.5,276
568,Bhaji on the Beach (1993),"Comedy,Drama",14587,A group of South Asian women try but cannot escape their problems on a day trip to a British beach resort.,United Kingdom,100,"English,ਪੰਜਾਬੀ",5.3,26
569,Little Big League (1994),"Comedy,Drama",31504,"When the owner of the Minnesota Twins passes away, he bequeaths the team to his preteen grandson. The newly minted head honcho quickly appoints himself manager, causing unrest in an organization that struggles to take orders from a 12-year-old.",United States of America,119,"English,Português",5.7,91
570,"Slingshot, The (Kådisbellan) (1993)","Comedy,Drama",41653,"Stockholm in the 1920s. Young Roland lives with his socialist father, Jewish mother and a boxing brother. His mother sells condoms illegally, and from them, Roland makes slingshots which he sells. His rebellious ways has gotten him the special attention of his school teacher, who always makes sure that Roland is punished. Roland also tries to make extra money by repairing bicycles, a successful business that in the end lands him in hot water.","Denmark,Sweden",102,svenska,6.3,34
571,"Wedding Gift, The (1994)","Drama,Romance",53185,"Diana and Deric have an ideal marriage: they thrive in each other's company, they're funny, and they enjoy their two grown children and Deric's dotty mother; the trouble is, Diana can no longer walk and her malady defies medical diagnosis. To care for Diana, Deric is letting his business slide, but at a civic luncheon, he is seated next to Aileen Armitage, a novelist who is blind. They have a nice time, and on the sly, Diana contacts Aileen to made an odd request. Diana's declining health and her resolve bring this triangle of unlikely friends to a surprising place.",United Kingdom,102,English,6.0,1
572,Foreign Student (1994),Drama,95743,A French football playing exchange student falls in love.,"France,Italy,Netherlands,United Kingdom,United States of America",90,"English,Français",4.5,4
573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama,23637,"A bureaucratic snafu sends Marco Tullio Sperelli, a portly, middle-aged northern Italian, to teach third grade in a poor town outside Naples",Italy,93,Italiano,7.2,384
574,Spanking the Monkey (1994),"Comedy,Drama",17600,"Bright young student Raymond Aibelli is forced to sidetrack an important medical internship because his mother, Susan, is recovering from a broken leg. When he isn't tasked with the most mundane aspects of Susan's recuperation, Raymond finds distraction in a neighborhood girl, Toni Peck. But, as Susan begins relying on her son for both physical and emotional needs, Raymond starts developing disturbing and unwanted new yearnings.",United States of America,106,English,5.6,72
575,"Little Rascals, The (1994)","Children,Comedy",10897,"When nine-year-old Alfalfa falls for Darla, his ""He-Man-Woman-Hating"" friends attempt to sabotage their relationship.",United States of America,82,English,6.8,1190
576,Fausto (1993),Comedy,349394,"Fausto enters an orphanage and is initially bullied, but then makes friends with a new bunkmate, Raymond. He is apprenticed to Mietek, a tailor in the Jewish quarter, who teaches him the trade. Fausto charms everyone in the quarter, and falls in love with Tonie, the mechanic's daughter. He starts making outrageous suits for publicity and, after dressing Tonie, decides that he wants to be a famous couturier.",France,82,Français,4.7,9
577,Andre (1994),"Adventure,Children,Drama",21352,"The true story of how a marine seal named Andre befriended a little girl and her family, circa 1962.",United States of America,94,English,5.3,113
579,"Escort, The (Scorta, La) (1993)","Crime,Thriller",68806,"The film shows the difficulties of an honest, imperiled judge and his bodyguard of four men, trying to clean up a Sicilian town. Corrupt local politicians, working hand-in-hand with the Mafia, will stop at nothing to prevent exposure of their rackets.",Italy,92,Italiano,6.5,42
